geneid	chr	s1	s2	strand
AC010761.3	chr17	28670054	28672804	-1
PROCA1	chr17	28703197	28711854	-1
RAB34	chr17	28714281	28718429	-1
RPL23A	chr17	28719985	28724359	1
SNORD42B	chr17	28720550	28720616	1
AC010761.1	chr17	28721487	28722877	-1
SNORD4A	chr17	28722582	28722653	1
SNORD42A	chr17	28723429	28723492	1
SNORD4B	chr17	28723682	28723753	1
TLCD1	chr17	28724348	28727935	-1
NEK8	chr17	28725897	28743455	1
AC010761.6	chr17	28727258	28727739	1
AC010761.2	chr17	28732963	28743102	-1
TRAF4	chr17	28744005	28750956	1
AC010761.4	chr17	28745569	28747652	-1
AC010761.5	chr17	28749731	28750079	-1
FAM222B	chr17	28755978	28855232	-1
RPL31P58	chr17	28802444	28802822	1
AC024267.1	chr17	28834722	28834822	1
AC024267.3	chr17	28848860	28849592	1
ERAL1	chr17	28855010	28861061	1
AC024267.2	chr17	28861072	28861966	-1
MIR451A	chr17	28861369	28861440	-1
MIR451B	chr17	28861371	28861438	1
MIR144	chr17	28861533	28861618	-1
MIR4732	chr17	28861655	28861730	-1
FLOT2	chr17	28879335	28897733	-1
AC024267.4	chr17	28892469	28893342	1
AC024267.7	chr17	28897738	28899402	1
DHRS13	chr17	28897781	28903079	-1
PHF12	chr17	28905250	28951771	-1
AC024267.5	chr17	28926275	28944749	1
AC024267.6	chr17	28944796	28945394	1
PIPOX	chr17	28950513	29057216	1
SEZ6	chr17	28954901	29006440	-1
AC024619.2	chr17	29009799	29011009	-1
AC024619.1	chr17	29012865	29016512	1
AC024619.4	chr17	29021325	29021640	-1
MYO18A	chr17	29071124	29180412	-1
TIAF1	chr17	29073521	29078857	-1
AC024619.3	chr17	29140483	29155489	1
AC005412.1	chr17	29197071	29197785	-1
TWF1P1	chr17	29203426	29204474	-1
CRYBA1	chr17	29246863	29254494	1
NUFIP2	chr17	29255839	29294148	-1
RPL35AP35	chr17	29340482	29340822	-1
AC068025.2	chr17	29352069	29404105	1
AC068025.1	chr17	29369717	29390777	-1
RNU4-34P	chr17	29388560	29388683	1
TAOK1	chr17	29390464	29551904	1
MIR4523	chr17	29390662	29390730	1
RNU6-711P	chr17	29424762	29424867	-1
RNU6-1034P	chr17	29445300	29445400	-1
ABHD15	chr17	29560547	29567037	-1
ABHD15-AS1	chr17	29560547	29707090	1
TP53I13	chr17	29566052	29573157	1
AC104564.3	chr17	29569580	29570519	1
GIT1	chr17	29573469	29594054	-1
ANKRD13B	chr17	29589769	29614761	1
AC104564.4	chr17	29591703	29592241	-1
CORO6	chr17	29614756	29622907	-1
AC104564.2	chr17	29621617	29622254	-1
SSH2	chr17	29625938	29930276	-1
AC104564.1	chr17	29639627	29640825	1
RNU6-920P	chr17	29641611	29641702	-1
AC104564.5	chr17	29644796	29645847	-1
RPL21P123	chr17	29716279	29716685	-1
AC023389.2	chr17	29761103	29787836	1
AC023389.3	chr17	29775747	29776701	-1
AC023389.1	chr17	29777619	29777744	1
RPL9P30	chr17	29855759	29856332	1
AC104982.2	chr17	29863402	29866092	1
AC104982.1	chr17	29883006	29883109	1
EFCAB5	chr17	29929200	30108452	1
AC104982.3	chr17	29972514	29973027	1
RNY4P13	chr17	30059052	30059147	-1
AC104996.3	chr17	30059054	30059147	-1
AC104996.1	chr17	30059339	30065677	-1
AC104996.2	chr17	30068632	30069631	1
AC104984.3	chr17	30090366	30117497	-1
NSRP1	chr17	30115521	30186475	1
MIR423	chr17	30117079	30117172	1
hsa-mir-423	chr17	30117079	30117172	-1
MIR3184	chr17	30117086	30117160	-1
AC104984.4	chr17	30122429	30126118	-1
AC104984.6	chr17	30144062	30144790	-1
SLC6A4	chr17	30194319	30236002	-1
AC104984.2	chr17	30204318	30206468	1
AC104984.5	chr17	30238741	30252237	1
AC104984.1	chr17	30246757	30246820	-1
BLMH	chr17	30248203	30292056	-1
RNU6-1267P	chr17	30288071	30288177	-1
TMIGD1	chr17	30316333	30334059	-1
AC090685.1	chr17	30344503	30344604	-1
RNU6-990P	chr17	30360463	30360566	1
CPD	chr17	30378927	30469989	1
GOSR1	chr17	30477362	30527592	1
ALOX12P1	chr17	30529688	30542416	1
AC011840.3	chr17	30550493	30551189	-1
AC011840.5	chr17	30551193	30551802	1
TBC1D29P	chr17	30553502	30563493	1
AC011840.4	chr17	30557732	30558502	-1
AC011840.2	chr17	30564057	30565576	-1
KRT17P3	chr17	30567700	30571748	-1
AC011840.1	chr17	30573471	30577000	-1
AC005562.1	chr17	30576464	30672789	1
SMURF2P1	chr17	30600796	30615980	1
AC005562.2	chr17	30617680	30617790	-1
SH3GL1P2	chr17	30624413	30625494	1
LRRC37BP1	chr17	30629680	30637466	1
RN7SL316P	chr17	30702504	30702775	-1
SUZ12P1	chr17	30709299	30790908	1
AC127024.7	chr17	30724982	30725181	-1
AC127024.3	chr17	30726305	30727564	-1
AC127024.2	chr17	30729469	30731202	1
AC127024.8	chr17	30738182	30740275	1
CRLF3	chr17	30769388	30824692	-1
AC127024.4	chr17	30781493	30782221	-1
AC127024.5	chr17	30792372	30792833	1
AC127024.6	chr17	30803654	30804077	1
AC127024.1	chr17	30830901	30831318	1
ATAD5	chr17	30831966	30895869	1
AC130324.2	chr17	30834325	30863028	-1
RNU6-298P	chr17	30861843	30861938	1
AC130324.1	chr17	30863921	30864940	-1
TEFM	chr17	30897336	30906238	-1
AC130324.3	chr17	30899110	30899651	1
ADAP2	chr17	30906344	30959322	1
AC138207.1	chr17	30956280	30956961	-1
RN7SL138P	chr17	30959564	30959850	1
AC138207.5	chr17	30964935	30965500	-1
AC138207.9	chr17	30968785	30970307	1
RNF135	chr17	30970984	30999911	1
AC138207.4	chr17	30971652	30973312	1
DPRXP4	chr17	30975387	30975954	1
AC138207.7	chr17	30978610	30980250	-1
AC138207.3	chr17	31008154	31008319	-1
AC138207.8	chr17	31008497	31093127	1
AC138207.6	chr17	31038575	31059121	-1
AC138207.2	chr17	31090787	31095450	-1
MIR4733	chr17	31094350	31094425	-1
NF1	chr17	31094927	31382116	1
AC079915.1	chr17	31133182	31138518	1
OMG	chr17	31272013	31297539	-1
EVI2B	chr17	31303770	31314105	-1
AC134669.1	chr17	31305213	31318831	-1
EVI2A	chr17	31317560	31321884	-1
AK4P1	chr17	31345519	31346190	1
RAB11FIP4	chr17	31391675	31538211	1
RN7SL79P	chr17	31465543	31465832	1
RN7SL45P	chr17	31518432	31518729	1
AC003101.3	chr17	31533171	31533938	-1
MIR4724	chr17	31534883	31534971	1
MIR193A	chr17	31559996	31560083	1
AC003101.2	chr17	31560132	31560573	1
RNU6ATAC7P	chr17	31563768	31563894	-1
AC003101.1	chr17	31571142	31575659	1
MIR4725	chr17	31575269	31575358	1
MIR365B	chr17	31575411	31575521	1
AC007923.3	chr17	31583162	31637543	1
AC007923.2	chr17	31709568	31709859	1
RNU6-1134P	chr17	31713753	31713853	1
GPR160P2	chr17	31759795	31761385	1
AC007923.1	chr17	31762440	31769048	1
AC004253.2	chr17	31830731	31831750	1
COPRS	chr17	31851871	31859291	-1
UTP6	chr17	31860904	31901708	-1
AC004253.1	chr17	31873926	31886666	1
SUZ12	chr17	31937007	32001038	1
RNA5SP437	chr17	31963805	31963933	-1
AC090616.3	chr17	32003110	32006688	-1
LRRC37B	chr17	32007872	32053504	1
AC090616.4	chr17	32024469	32024583	-1
SH3GL1P1	chr17	32039974	32042828	1
AC090616.6	chr17	32051030	32053208	1
AC090616.2	chr17	32083179	32097065	1
AC090616.5	chr17	32088160	32094933	-1
AC090616.1	chr17	32106330	32114125	-1
WDR45BP1	chr17	32111562	32112590	-1
AC116407.2	chr17	32127595	32128454	1
AC116407.1	chr17	32141226	32143135	-1
RHOT1	chr17	32142454	32253374	1
ARGFXP2	chr17	32150433	32151504	-1
AC116407.4	chr17	32159311	32160371	1
AC116407.3	chr17	32178946	32180074	-1
UBL5P2	chr17	32227890	32228108	-1
AC026620.2	chr17	32258615	32265404	-1
RHBDL3	chr17	32265832	32324659	1
AC026620.1	chr17	32280387	32280953	-1
AC005899.5	chr17	32324431	32360700	1
C17orf75	chr17	32324565	32350023	-1
AC005899.4	chr17	32328441	32329395	1
OOSP1P2	chr17	32343528	32344124	-1
MIR632	chr17	32350109	32350202	1
ZNF207	chr17	32350117	32381886	1
AC005899.7	chr17	32408013	32408309	1
AC005899.8	chr17	32410159	32410746	1
AC005899.6	chr17	32411217	32412420	1
AC005899.9	chr17	32423971	32446038	-1
AC005899.2	chr17	32430967	32432841	1
AC005899.3	chr17	32434939	32435028	-1
PSMD11	chr17	32444379	32483319	1
AC005899.1	chr17	32463374	32463482	-1
CDK5R1	chr17	32486993	32491253	1
MYO1D	chr17	32492522	32877177	-1
AC079336.5	chr17	32495536	32500910	1
AC079336.7	chr17	32504567	32505644	-1
AC079336.2	chr17	32509954	32523424	-1
AC079336.1	chr17	32512869	32519350	-1
AC079336.6	chr17	32518322	32518934	-1
AC079336.4	chr17	32518953	32531492	1
AC079336.3	chr17	32529008	32530049	-1
AC025211.1	chr17	32627739	32686484	1
AC007982.1	chr17	32830219	32830329	-1
AC084809.1	chr17	32876759	32881070	1
AC084809.2	chr17	32905662	32906584	1
TMEM98	chr17	32927910	32945106	1
SPACA3	chr17	32970376	32997877	1
ASIC2	chr17	33013087	34174964	-1
AC003687.1	chr17	33052107	33052867	-1
AC008133.2	chr17	33099969	33100319	-1
AC008133.1	chr17	33111858	33131743	1
AC011824.3	chr17	33529787	33533760	-1
AC011824.4	chr17	33534110	33541339	1
AC011824.2	chr17	33565764	33624122	1
AC011824.1	chr17	33627027	33635057	1
AC024614.1	chr17	33680577	33680883	1
AC024614.2	chr17	33688803	33689174	1
AC024614.3	chr17	33692229	33692484	1
AC024614.4	chr17	33791838	33816761	-1
AC024610.2	chr17	33827699	34079100	-1
AC004147.4	chr17	33935437	34156000	-1
AC024610.1	chr17	33976531	33980851	1
AC123769.1	chr17	34000789	34006772	-1
TLK2P1	chr17	34036681	34039872	-1
AC004147.1	chr17	34080882	34082224	-1
AC004147.5	chr17	34118347	34118882	-1
RNA5SP438	chr17	34120056	34120167	-1
AC004147.3	chr17	34142947	34147047	1
AC004147.2	chr17	34155566	34165736	1
LINC01989	chr17	34169372	34195937	-1
AC005549.1	chr17	34176538	34178166	1
CCL2	chr17	34255218	34257203	1
CCL7	chr17	34270221	34272242	1
CCL11	chr17	34285742	34288334	1
CCL8	chr17	34319435	34321402	1
AC011193.2	chr17	34331862	34332228	-1
CCL13	chr17	34356480	34358610	1
CCL1	chr17	34360328	34363233	-1
AC011193.1	chr17	34479272	34482148	1
C17orf102	chr17	34574123	34579369	-1
TMEM132E	chr17	34579487	34639318	1
AC005691.1	chr17	34614409	34614809	1
AC005552.1	chr17	34725509	34726170	-1
AC022903.1	chr17	34837871	34859046	-1
CCT6B	chr17	34927859	34981078	-1
AC022903.2	chr17	34937306	34938604	1
ZNF830	chr17	34961540	34963777	1
LIG3	chr17	34980512	35009743	1
RFFL	chr17	35005990	35089319	-1
AC004223.3	chr17	35011349	35121493	-1
AC004223.4	chr17	35018660	35018991	1
AC004223.2	chr17	35073831	35074374	-1
AC004223.1	chr17	35076737	35077007	1
RAD51D	chr17	35092208	35121522	-1
RNU6-840P	chr17	35093909	35093973	1
AC022916.1	chr17	35097560	35097657	-1
FNDC8	chr17	35121615	35130732	1
NLE1	chr17	35128730	35142304	-1
UNC45B	chr17	35147817	35189345	1
AC022916.5	chr17	35164243	35167012	-1
AC022916.3	chr17	35188522	35191343	1
AC022916.4	chr17	35190961	35191702	1
SLC35G3	chr17	35192520	35194523	-1
AC022916.2	chr17	35231450	35242963	-1
SLFN5	chr17	35243071	35273655	1
AC022706.1	chr17	35313479	35325449	1
AC060766.2	chr17	35344231	35344564	1
SLFN11	chr17	35350305	35373701	-1
AC060766.3	chr17	35377416	35377678	-1
AC060766.6	chr17	35400878	35403006	-1
AC060766.4	chr17	35403837	35404373	-1
AC060766.7	chr17	35406684	35409768	-1
AC060766.5	chr17	35406948	35407818	-1
AC060766.1	chr17	35409602	35410228	-1
SLFN12	chr17	35411060	35433283	-1
SLFN13	chr17	35435096	35448837	-1
AC015911.4	chr17	35459481	35460550	-1
SLFN12L	chr17	35464249	35487857	-1
AC015911.8	chr17	35470069	35470628	-1
AC015911.11	chr17	35474904	35537861	-1
AC015911.5	chr17	35477994	35478444	1
E2F3P1	chr17	35490009	35491238	1
AC015911.7	chr17	35498218	35499175	1
AC015911.3	chr17	35499690	35510270	-1
TOMM20P2	chr17	35514766	35515186	-1
AC015911.10	chr17	35522279	35522969	-1
AC015911.2	chr17	35540039	35540797	-1
SLFN14	chr17	35543985	35560819	-1
AC015911.6	chr17	35553205	35554767	1
AC015911.9	chr17	35561539	35562077	-1
AC015911.1	chr17	35566517	35566672	1
SNHG30	chr17	35568076	35574900	1
SNORD7	chr17	35573657	35573753	1
PEX12	chr17	35574795	35578863	-1
AP2B1	chr17	35578046	35726413	1
AC004134.1	chr17	35596904	35597128	-1
TAF15	chr17	35713791	35864615	1
RASL10B	chr17	35731639	35743521	1
GAS2L2	chr17	35744511	35753239	-1
MMP28	chr17	35756249	35795707	-1
AC006237.1	chr17	35757199	35758325	-1
C17orf50	chr17	35760887	35765079	1
AC015849.2	chr17	35808489	35808897	-1
AC015849.3	chr17	35816717	35830293	-1
AC015849.4	chr17	35818399	35823713	1
HEATR9	chr17	35854946	35868891	-1
AC015849.6	chr17	35861093	35861566	-1
AC015849.1	chr17	35868967	35885863	1
CCL5	chr17	35871491	35880793	-1
AC015849.7	chr17	35889558	35889804	1
AC015849.5	chr17	35893707	35911651	-1
LRRC37A9P	chr17	35912635	35918010	-1
RDM1	chr17	35918066	35930773	-1
LYZL6	chr17	35934518	35943713	-1
AC244100.1	chr17	35963488	35965472	-1
CCL16	chr17	35976493	35981497	-1
CCL14	chr17	35983288	35987004	-1
CCL15-CCL14	chr17	35983656	36001621	-1
AC244100.2	chr17	35983656	35990270	1
CCL15	chr17	35996440	36001553	-1
AC244100.3	chr17	36001419	36011618	1
AC244100.4	chr17	36012504	36012891	1
CCL23	chr17	36013056	36017972	-1
CCL18	chr17	36064272	36072032	1
AC243829.4	chr17	36072866	36090134	1
CCL3	chr17	36088256	36090169	-1
CCL4	chr17	36103827	36105621	1
RN7SL301P	chr17	36110150	36110447	1
AC243829.2	chr17	36116177	36177510	1
AC243829.7	chr17	36161607	36162926	1
TBC1D3B	chr17	36165681	36176636	-1
AC243829.1	chr17	36183235	36196471	1
CCL3L1	chr17	36194869	36196758	-1
CCL4L2	chr17	36210924	36212878	1
AC243829.5	chr17	36225246	36226807	-1
AC243829.3	chr17	36234447	36234554	-1
AC243829.6	chr17	36241701	36241806	1
TBC1D3I	chr17	36253456	36264553	-1
AC233699.1	chr17	36274191	36320547	1
AC233699.2	chr17	36285312	36285413	1
TBC1D3G	chr17	36323884	36334759	1
TBC1D3H	chr17	36377531	36388423	-1
RNU6-1192P	chr17	36404826	36404932	-1
TBC1D3F	chr17	36428618	36439566	-1
TBC1D3J	chr17	36450146	36457535	-1
ZNHIT3	chr17	36486629	36499310	1
RNA5SP439	chr17	36491199	36491322	-1
MYO19	chr17	36495633	36543435	-1
PIGW	chr17	36534987	36539310	1
GGNBP2	chr17	36544912	36589848	1
AC243732.1	chr17	36574462	36575325	-1
DHRS11	chr17	36591879	36600804	1
MRM1	chr17	36601583	36608964	1
AC243830.2	chr17	36634069	36634698	1
AC243830.3	chr17	36684754	36685129	1
AC243830.1	chr17	36722443	36726346	1
LHX1-DT	chr17	36861674	36936670	-1
LHX1	chr17	36936785	36944612	1
AC243773.1	chr17	36940049	36943456	-1
AATF	chr17	36948954	37056871	1
AC243773.2	chr17	36980167	36980422	1
AC244093.4	chr17	36998598	37000034	1
MIR2909	chr17	37033745	37033813	1
AC244093.3	chr17	37034668	37043252	1
AC244093.5	chr17	37045228	37052890	-1
ACACA	chr17	37084992	37406836	-1
AC244093.1	chr17	37140611	37141424	-1
HMGB1P24	chr17	37143607	37144463	-1
AC244093.2	chr17	37162616	37163139	1
C17orf78	chr17	37375985	37392708	1
AC243654.3	chr17	37386886	37387926	1
TADA2A	chr17	37406886	37479725	1
AC243654.1	chr17	37407936	37408594	-1
AC243654.2	chr17	37454171	37454931	1
DUSP14	chr17	37489891	37513501	1
SYNRG	chr17	37514807	37609472	-1
AC243585.2	chr17	37609739	37613841	1
DDX52	chr17	37609739	37643446	-1
MIR378J	chr17	37614931	37615039	-1
AC243571.2	chr17	37642947	37684252	1
AC243585.1	chr17	37649133	37650894	1
HNF1B	chr17	37686431	37745105	-1
AC243571.1	chr17	37798894	37802788	-1
YWHAEP7	chr17	37828305	37884743	-1
RNU6-489P	chr17	37907957	37908063	1
TBC1D3K	chr17	37924415	37935365	1
AC243569.1	chr17	37940704	37940790	-1
TBC1D3L	chr17	37977972	37989048	-1
TBC1D3D	chr17	38003976	38014902	1
TBC1D3C	chr17	38057693	38068592	-1
AC233968.1	chr17	38078262	38124770	1
AC233968.2	chr17	38089399	38089500	1
TBC1D3E	chr17	38127951	38138862	1
RNA5SP526	chr17	38144201	38144287	-1
TBC1D3	chr17	38181659	38192541	-1
NPEPPSP1	chr17	38195703	38257192	-1
AC244154.1	chr17	38231043	38231144	-1
MRPL45	chr17	38297023	38323217	1
GPR179	chr17	38324571	38343956	-1
SOCS7	chr17	38351844	38405593	1
ARHGAP23	chr17	38419280	38512385	1
AC244153.1	chr17	38450394	38452444	-1
SRCIN1	chr17	38530031	38605952	-1
AC006449.1	chr17	38601049	38602701	1
EPOP	chr17	38671703	38674957	-1
MIR4734	chr17	38702262	38702331	-1
AC006449.7	chr17	38702452	38704747	1
AC006449.2	chr17	38703480	38706261	-1
MLLT6	chr17	38705273	38729795	1
AC006449.3	chr17	38715328	38720272	-1
MIR4726	chr17	38719691	38719748	1
AC006449.9	chr17	38727833	38728198	-1
CISD3	chr17	38730341	38735605	1
RNA5SP440	chr17	38731802	38731920	-1
PCGF2	chr17	38733898	38749817	-1
AC006449.5	chr17	38749360	38751457	1
PSMB3	chr17	38752741	38764225	1
RNU6-866P	chr17	38755279	38755400	-1
PIP4K2B	chr17	38765689	38800126	-1
CWC25	chr17	38800441	38825355	-1
MIR4727	chr17	38825838	38825892	1
C17orf98	chr17	38835088	38841455	-1
RPL23	chr17	38847860	38853764	-1
SNORA21B	chr17	38851524	38851659	-1
SNORA21	chr17	38852863	38852994	-1
AC110749.1	chr17	38855314	38855670	1
LASP1	chr17	38869859	38921770	1
AC006441.1	chr17	38903704	38904600	-1
MIR6779	chr17	38914979	38915042	1
AC006441.3	chr17	38918801	38921769	-1
LINC00672	chr17	38925168	38929384	1
FBXO47	chr17	38936432	38967403	-1
AC006441.2	chr17	38996323	38996624	-1
AC006441.4	chr17	39003248	39013032	-1
AC006441.5	chr17	39023394	39026742	1
LINC02079	chr17	39026715	39027110	-1
LRRC37A11P	chr17	39027277	39053205	1
AC091178.1	chr17	39033926	39034042	-1
RDM1P5	chr17	39057019	39113190	1
PLXDC1	chr17	39063313	39154394	-1
AC091178.2	chr17	39086976	39091942	1
ARL5C	chr17	39156894	39167484	-1
AC004408.2	chr17	39165073	39167849	1
AC004408.1	chr17	39173290	39177503	1
CACNB1	chr17	39173453	39197703	-1
RPL19	chr17	39200283	39204732	1
STAC2	chr17	39210541	39225945	-1
AC015910.1	chr17	39238466	39250818	1
FBXL20	chr17	39252663	39402523	-1
AC005288.1	chr17	39401793	39406233	1
MED1	chr17	39404285	39451272	-1
CDK12	chr17	39461486	39564907	1
RNU6-233P	chr17	39546104	39546244	-1
AC009283.1	chr17	39566915	39567559	1
NEUROD2	chr17	39603536	39609777	-1
AC087491.1	chr17	39619613	39622770	1
PPP1R1B	chr17	39626740	39636626	1
STARD3	chr17	39637090	39664201	1
TCAP	chr17	39665349	39666554	1
PNMT	chr17	39667981	39670475	1
PGAP3	chr17	39671122	39696797	-1
ERBB2	chr17	39687914	39730426	1
MIR4728	chr17	39726495	39726561	1
MIEN1	chr17	39728496	39730532	-1
GRB7	chr17	39737927	39747291	1
IKZF3	chr17	39757718	39864312	-1
KRT8P34	chr17	39835037	39836080	-1
AC090844.1	chr17	39839369	39839524	-1
ZPBP2	chr17	39868164	39877896	1
GSDMB	chr17	39904595	39919854	-1
ORMDL3	chr17	39921041	39927601	-1
AC090844.2	chr17	39927742	39939601	1
LRRC3C	chr17	39941474	39944734	1
GSDMA	chr17	39953263	39977768	1
PSMD3	chr17	39980807	39997959	1
AC090844.3	chr17	40012226	40014705	-1
CSF3	chr17	40015361	40017813	1
MED24	chr17	40019097	40061215	-1
MIR6884	chr17	40026332	40026409	-1
SNORD124	chr17	40027542	40027645	-1
THRA	chr17	40058290	40093867	1
NR1D1	chr17	40092793	40100589	-1
AC068669.1	chr17	40113215	40115442	-1
MSL1	chr17	40121971	40136917	1
CASC3	chr17	40140318	40172171	1
MIR6866	chr17	40161933	40162001	1
RAPGEFL1	chr17	40177010	40195656	1
MIR6867	chr17	40193597	40193663	1
WIPF2	chr17	40219304	40284136	1
CDC6	chr17	40287879	40304657	1
RARA	chr17	40309180	40357643	1
AC080112.5	chr17	40317698	40318676	-1
RARA-AS1	chr17	40340867	40343136	-1
AC080112.4	chr17	40348049	40350539	-1
GJD3	chr17	40360652	40364737	-1
AC080112.2	chr17	40360655	40364693	1
PPIAP54	chr17	40367952	40368438	1
RNA5SP441	chr17	40374089	40374176	1
AC080112.3	chr17	40380666	40381838	-1
TOP2A	chr17	40388525	40417896	-1
AC080112.1	chr17	40391232	40391338	-1
RPL23AP75	chr17	40439467	40439917	-1
IGFBP4	chr17	40443450	40457725	1
AC018629.1	chr17	40473554	40475289	-1
TNS4	chr17	40475828	40501623	-1
AC004585.1	chr17	40516892	40527002	1
CCR7	chr17	40553769	40565472	-1
AC004585.2	chr17	40597113	40598585	-1
SMARCE1	chr17	40624962	40648654	-1
AC073508.2	chr17	40627356	40665141	-1
AC073508.3	chr17	40648300	40649718	1
KRT222	chr17	40654665	40665181	-1
AC073508.1	chr17	40687038	40689360	-1
KRT24	chr17	40697991	40703752	-1
KRT223P	chr17	40717235	40721932	-1
KRT25	chr17	40748021	40755331	-1
KRT26	chr17	40766238	40772162	-1
KRT27	chr17	40776808	40782550	-1
KRT28	chr17	40792196	40799959	-1
AC090283.1	chr17	40803744	40809296	1
KRT10	chr17	40818117	40822614	-1
TMEM99	chr17	40819106	40836270	1
AC004231.3	chr17	40850800	40863282	1
KRT12	chr17	40861303	40867223	-1
KRT20	chr17	40875889	40885242	-1
AC004231.1	chr17	40921430	40975926	1
KRT23	chr17	40922700	40937646	-1
KRT39	chr17	40958417	40966948	-1
KRT40	chr17	40977716	40987135	-1
KRTAP3-3	chr17	40993430	40994164	-1
KRTAP3-2	chr17	40999193	40999906	-1
KRTAP3-4P	chr17	41004481	41004760	-1
KRTAP3-1	chr17	41008521	41019324	-1
KRTAP1-5	chr17	41026026	41027208	-1
KRTAP1-4	chr17	41029697	41030104	-1
KRTAP1-3	chr17	41033884	41034874	-1
KRTAP1-1	chr17	41040541	41041450	-1
KRTAP2-1	chr17	41046541	41047316	-1
KRTAP2-2	chr17	41054498	41055230	-1
KRTAP2-3	chr17	41059240	41060114	-1
KRTAP2-4	chr17	41065116	41065879	-1
KRTAP2-5P	chr17	41071946	41072341	1
KRTAP4-7	chr17	41084150	41085141	1
AC100808.1	chr17	41090338	41093246	1
KRTAP4-8	chr17	41096981	41098142	-1
KRTAP4-16	chr17	41101502	41102209	-1
KRTAP4-9	chr17	41105332	41106488	1
KRTAP4-11	chr17	41117181	41118373	-1
KRTAP4-12	chr17	41123091	41124182	-1
KRTAP4-6	chr17	41139433	41140487	-1
KRTAP4-5	chr17	41148924	41149825	-1
KRTAP4-4	chr17	41159649	41160748	-1
KRTAP4-3	chr17	41167231	41168221	-1
KRTAP4-2	chr17	41177446	41178221	-1
KRTAP4-1	chr17	41184102	41185342	-1
KRTAP4-17P	chr17	41186944	41187136	-1
KRTAP9-1	chr17	41189887	41190639	1
KRTAP9-12P	chr17	41212706	41213237	1
KRTAP9-2	chr17	41226648	41227652	1
KRTAP9-3	chr17	41232449	41233454	1
KRTAP9-8	chr17	41237999	41239004	1
KRTAP9-4	chr17	41249687	41250653	1
KRTAP9-9	chr17	41255384	41256364	1
KRTAP9-6	chr17	41265339	41266641	1
KRTAP9-11P	chr17	41271311	41271835	1
KRTAP9-7	chr17	41275659	41276697	1
KRTAP9-10P	chr17	41280604	41280810	1
KRTAP29-1	chr17	41301826	41302851	-1
KRTAP16-1	chr17	41307700	41309253	-1
KRTAP17-1	chr17	41314912	41315710	-1
TBC1D3P7	chr17	41323427	41329545	1
AC003958.1	chr17	41334632	41335733	1
KRT33A	chr17	41346092	41350828	-1
KRT33B	chr17	41363498	41369813	-1
KRT34	chr17	41377650	41382403	-1
KRT31	chr17	41393721	41397608	-1
AC003958.2	chr17	41402416	41425049	1
KRT41P	chr17	41406512	41411775	-1
KRT37	chr17	41420547	41424585	-1
KRT38	chr17	41436154	41440983	-1
KRT43P	chr17	41448183	41454055	-1
KRT32	chr17	41459811	41467429	-1
RNU2-32P	chr17	41467956	41468146	1
KRT35	chr17	41476689	41481140	-1
KRT36	chr17	41486136	41492546	-1
KRT13	chr17	41500981	41505705	-1
AC019349.1	chr17	41500983	41502409	1
KRT15	chr17	41513745	41522529	-1
MIR6510	chr17	41517164	41517217	-1
KRT19	chr17	41523617	41528308	-1
LINC00974	chr17	41549606	41554495	-1
KRT9	chr17	41565836	41572059	-1
KRT14	chr17	41582279	41586895	-1
KRT16	chr17	41609778	41615899	-1
KRT17	chr17	41619442	41624842	-1
KRT42P	chr17	41626327	41640199	-1
AC130686.1	chr17	41665566	41668031	1
EIF1	chr17	41688885	41692668	1
GAST	chr17	41712331	41715969	1
HAP1	chr17	41717742	41734644	-1
RNA5SP442	chr17	41718154	41718260	1
RN7SL399P	chr17	41730127	41730405	-1
JUP	chr17	41754604	41786931	-1
P3H4	chr17	41801947	41812604	-1
FKBP10	chr17	41812680	41823213	1
NT5C3B	chr17	41825057	41836260	-1
KLHL10	chr17	41835685	41848384	1
AC125257.1	chr17	41848518	41851447	-1
KLHL11	chr17	41848518	41865423	-1
ACLY	chr17	41866917	41930542	-1
AC125257.2	chr17	41867581	41867736	1
TTC25	chr17	41930617	41966503	1
CNP	chr17	41966763	41977740	1
DNAJC7	chr17	41976421	42021376	-1
NKIRAS2	chr17	42011382	42025644	1
ZNF385C	chr17	42025576	42098479	-1
C17orf113	chr17	42038232	42050601	-1
DHX58	chr17	42101404	42112714	-1
KAT2A	chr17	42113111	42121367	-1
AC099811.2	chr17	42119674	42154916	-1
HSPB9	chr17	42122804	42123352	1
RAB5C	chr17	42124978	42155044	-1
AC099811.3	chr17	42154600	42155972	1
KCNH4	chr17	42156891	42181142	-1
HCRT	chr17	42184060	42185452	-1
GHDC	chr17	42188799	42194532	-1
STAT5B	chr17	42199177	42276707	-1
AC099811.6	chr17	42233832	42235469	1
AC099811.4	chr17	42268587	42269807	1
AC099811.1	chr17	42270517	42272683	-1
AC099811.5	chr17	42272069	42275571	-1
STAT5A	chr17	42287547	42311943	1
STAT3	chr17	42313324	42388568	-1
CAVIN1	chr17	42402449	42423256	-1
RNU7-97P	chr17	42440198	42440259	-1
ATP6V0A1	chr17	42458844	42522611	1
MIR548AT	chr17	42494773	42494830	1
AC107993.1	chr17	42495867	42496550	1
AC067852.3	chr17	42509784	42511519	1
MIR5010	chr17	42514188	42514307	1
PTP4A2P1	chr17	42533532	42534009	1
NAGLU	chr17	42536241	42544449	1
AC067852.1	chr17	42536510	42562062	1
HSD17B1P1	chr17	42546764	42548706	1
HSD17B1	chr17	42549214	42555213	1
