geneid	chr	s1	s2	strand
AL132709.3	chr14	101518340	101518436	1
MIR487A	chr14	101518783	101518862	1
MIR382	chr14	101520638	101520723	-1
MIR134	chr14	101521008	101521110	1
MIR485	chr14	101521738	101521848	1
MIR323B	chr14	101522556	101522637	1
MIR154	chr14	101526092	101526175	1
MIR496	chr14	101526910	101527011	1
MIR377	chr14	101528343	101528476	1
MIR541	chr14	101530832	101530915	1
MIR409	chr14	101531637	101531715	1
MIR412	chr14	101531784	101531874	1
MIR369	chr14	101531918	101532024	1
MIR410	chr14	101532249	101532328	1
MIR656	chr14	101533061	101533138	1
MEG9	chr14	101536248	101539274	1
AL132709.1	chr14	101540206	101544247	-1
RP11-8L8.2	chr14	101587193	101589879	1
RP11-8L8.1	chr14	101683709	101684578	-1
CTD-2561F5.1	chr14	101723669	101744655	1
RP11-168L7.1	chr14	101798853	101800668	-1
LINC00524	chr14	101872324	101874259	-1
RP11-168L7.3	chr14	101908413	101910652	1
RP11-1029J19.2	chr14	101913979	101923454	1
DIO3OS	chr14	102018558	102026768	-1
DIO3	chr14	102027688	102029789	1
RP11-1029J19.4	chr14	102095321	102098867	-1
RP11-1029J19.5	chr14	102100791	102197445	-1
RP11-796G6.1	chr14	102144280	102144717	1
RP11-796G6.2	chr14	102196774	102198859	1
PPP2R5C	chr14	102228135	102394326	1
CTD-2017C7.2	chr14	102262892	102276658	-1
RNU6-790P	chr14	102269564	102269668	1
CTD-2017C7.1	chr14	102299772	102305868	-1
CTD-2017C7.3	chr14	102309731	102310459	-1
RP11-1017G21.5	chr14	102414684	102415762	1
RP11-1017G21.6	chr14	102418753	102419400	1
DYNC1H1	chr14	102430865	102517129	1
RP11-1017G21.3	chr14	102435701	102435938	-1
RP11-1017G21.4	chr14	102502652	102532565	-1
RN7SL472P	chr14	102543520	102543810	-1
HSP90AA1	chr14	102547075	102606036	-1
WDR20	chr14	102605840	102691184	1
MOK	chr14	102690837	102771537	-1
ZNF839	chr14	102783714	102809044	1
AL137229.1	chr14	102807306	102807406	1
CINP	chr14	102808956	102829253	-1
TECPR2	chr14	102829300	102968818	1
RNU6-244P	chr14	102968013	102968116	1
ANKRD9	chr14	102973179	102976136	-1
MIR4309	chr14	103005981	103006063	1
CTD-2555C10.3	chr14	103011591	103022163	1
RN7SL546P	chr14	103049227	103049514	-1
RCOR1	chr14	103058998	103196913	1
RP11-661D19.1	chr14	103128577	103129045	-1
RP11-661D19.3	chr14	103236377	103241128	-1
TRAF3	chr14	103243813	103377837	1
RNU6-1316P	chr14	103332193	103332300	1
AL117209.1	chr14	103345958	103346075	1
AMN	chr14	103388993	103399933	1
CDC42BPB	chr14	103398716	103523799	-1
RP11-365N19.2	chr14	103399911	103403514	1
RPL13P6	chr14	103507806	103508431	1
RP11-736N17.8	chr14	103561060	103565222	1
EXOC3L4	chr14	103566481	103576896	1
LINC00677	chr14	103587184	103589344	-1
TNFAIP2	chr14	103589779	103603776	1
RP11-736N17.4	chr14	103606012	103608296	1
RPL21P12	chr14	103614934	103615745	1
GCSHP2	chr14	103650541	103651376	1
LINC00605	chr14	103653558	103655365	-1
AL161669.1	chr14	103669523	103669601	1
RP11-736N17.9	chr14	103674085	103674126	1
RPL21P13	chr14	103707829	103708309	1
RAP2CP1	chr14	103745560	103746292	1
RP11-45P15.2	chr14	103749270	103749805	1
RP11-45P15.4	chr14	103798011	103798704	-1
EIF5	chr14	103799881	103811362	1
SNORA28	chr14	103804186	103804311	1
HMGB3P26	chr14	103830576	103831157	-1
RP11-600F24.1	chr14	103840370	103841253	-1
MARK3	chr14	103851729	103970168	1
RP11-600F24.2	chr14	103878456	103879098	-1
CKB	chr14	103985996	103989448	-1
RP11-600F24.7	chr14	103991347	103995409	-1
TRMT61A	chr14	103995521	104003410	1
RNU7-160P	chr14	104016682	104016743	1
RP11-894P9.2	chr14	104019758	104028214	1
BAG5	chr14	104022881	104029168	-1
KLC1	chr14	104028233	104167888	1
RP11-73M18.2	chr14	104029299	104152261	1
APOPT1	chr14	104029299	104073860	1
RNU4-68P	chr14	104033742	104033882	1
AL139300.1	chr14	104042305	104042396	-1
RP11-894P9.1	chr14	104148699	104150352	-1
RP11-73M18.6	chr14	104153913	104154464	1
RP11-73M18.10	chr14	104160853	104161387	-1
RP11-73M18.7	chr14	104160897	104161507	1
RP11-73M18.8	chr14	104162690	104163500	1
XRCC3	chr14	104163946	104181841	-1
AL049840.1	chr14	104177607	104179149	1
RP11-73M18.9	chr14	104179904	104180586	1
ZFYVE21	chr14	104182067	104200005	1
PPP1R13B	chr14	104200089	104313927	-1
RP11-73M18.11	chr14	104229140	104229614	1
LINC00637	chr14	104314058	104324386	1
CTD-2134A5.4	chr14	104320703	104346448	-1
CTD-2134A5.3	chr14	104341392	104343815	1
C14orf2	chr14	104378625	104394606	-1
TDRD9	chr14	104394799	104519004	1
RD3L	chr14	104406763	104408645	-1
AL136001.1	chr14	104447135	104447220	-1
RN7SL634P	chr14	104479979	104480268	1
ASPG	chr14	104552016	104579098	1
MIR203	chr14	104583742	104583851	1
CTD-2223O18.1	chr14	104603487	104604235	-1
KIF26A	chr14	104605060	104647231	1
RP11-260M19.2	chr14	104689921	104754406	1
C14orf144	chr14	104710541	104712473	1
RP11-260M19.1	chr14	104842867	104845288	-1
RNU6-684P	chr14	104867280	104867385	-1
CEND1P1	chr14	104917316	104917770	1
TMEM179	chr14	104941015	105071984	-1
C14orf180	chr14	105046021	105056852	1
RP11-614O9.1	chr14	105055358	105056184	-1
RP11-982M15.7	chr14	105119885	105122124	-1
RP11-982M15.8	chr14	105127457	105131895	-1
MIR4710	chr14	105144031	105144086	-1
RP11-982M15.6	chr14	105147483	105151269	1
INF2	chr14	105155943	105185942	1
RP11-982M15.5	chr14	105156428	105157621	-1
ADSSL1	chr14	105190523	105213662	1
SIVA1	chr14	105219437	105234831	1
RP11-982M15.2	chr14	105235686	105236608	1
AKT1	chr14	105235686	105262088	-1
ZBTB42	chr14	105266933	105271049	1
LINC00638	chr14	105287538	105290055	1
RPS26P49	chr14	105297175	105297508	-1
RPS2P4	chr14	105302331	105303221	-1
CTD-3051D23.1	chr14	105309000	105312253	1
CTD-3051D23.4	chr14	105324129	105325173	-1
CEP170B	chr14	105331617	105363107	1
CTD-3051D23.3	chr14	105370679	105371541	1
PLD4	chr14	105391153	105399574	1
AHNAK2	chr14	105403581	105444694	-1
C14orf79	chr14	105452112	105476819	1
CDCA4	chr14	105475910	105487485	-1
GPR132	chr14	105515728	105531782	-1
RP11-44N21.1	chr14	105559946	105565341	1
RP11-44N21.2	chr14	105579027	105579201	-1
JAG2	chr14	105607318	105635161	-1
RP11-44N21.4	chr14	105618531	105647531	-1
NUDT14	chr14	105639275	105647660	-1
BRF1	chr14	105675623	105781926	-1
BTBD6	chr14	105714827	105717430	1
PACS2	chr14	105766900	105864484	1
RPS20P33	chr14	105840955	105841308	1
AL928654.1	chr14	105861979	105862477	1
TEX22	chr14	105864916	105916443	1
RP11-521B24.3	chr14	105883221	105886076	-1
MTA1	chr14	105886159	105937066	1
RP11-521B24.5	chr14	105934130	105936954	-1
CRIP2	chr14	105939299	105946499	1
CRIP1	chr14	105952654	105955284	1
C14orf80	chr14	105956192	105965912	1
TMEM121	chr14	105992940	105996539	1
ATP5G1P1	chr14	106003198	106003576	-1
ELK2BP	chr14	106012947	106016031	-1
IGHA2	chr14	106053226	106054732	-1
AL928742.1	chr14	106056273	106056350	-1
AL928742.2	chr14	106057407	106057466	-1
AL928742.12	chr14	106064028	106066546	-1
IGHE	chr14	106064224	106068065	-1
RP11-731F5.1	chr14	106067809	106071694	-1
IGHG4	chr14	106090687	106092403	-1
IGHG2	chr14	106109389	106111127	-1
RP11-731F5.2	chr14	106110833	106115394	-1
IGHGP	chr14	106130970	106136180	-1
ELK2AP	chr14	106138645	106139651	-1
AL928768.3	chr14	106170301	106170939	-1
IGHA1	chr14	106173457	106175002	-1
AL901608.1	chr14	106178260	106178329	-1
IGHEP1	chr14	106185955	106188864	-1
IGHG1	chr14	106202680	106209408	-1
IGHG3	chr14	106235439	106237742	-1
RP11-417P24.1	chr14	106251842	106252168	-1
IGHD	chr14	106303099	106312010	-1
IGHM	chr14	106320349	106322323	-1
hsa-mir-4539	chr14	106323682	106323741	-1
AL122127.5	chr14	106323742	106323801	-1
AL122127.2	chr14	106323912	106323971	-1
hsa-mir-4538	chr14	106324334	106324411	-1
AL122127.1	chr14	106324504	106324581	-1
AL122127.4	chr14	106324723	106324792	-1
hsa-mir-4537	chr14	106325653	106325722	-1
AL122127.3	chr14	106325958	106326024	-1
IGHJ6	chr14	106329408	106329468	-1
IGHJ3P	chr14	106329626	106329675	-1
IGHJ5	chr14	106330024	106330072	-1
IGHJ4	chr14	106330425	106330470	-1
IGHJ3	chr14	106330797	106330845	-1
IGHJ2P	chr14	106331003	106331062	-1
IGHJ2	chr14	106331409	106331460	-1
IGHJ1	chr14	106331617	106331668	-1
IGHD7-27	chr14	106331761	106331771	-1
IGHJ1P	chr14	106331834	106331888	-1
IGHD1-26	chr14	106346892	106346911	-1
IGHD6-25	chr14	106347397	106347414	-1
IGHD5-24	chr14	106349761	106349780	-1
IGHD4-23	chr14	106350728	106350746	-1
IGHD3-22	chr14	106351889	106351919	-1
IGHD2-21	chr14	106354409	106354436	-1
AL122127.25	chr14	106355942	106362435	1
IGHD1-20	chr14	106357049	106357065	-1
IGHD6-19	chr14	106357557	106357577	-1
IGHD5-18	chr14	106359400	106359419	-1
IGHD4-17	chr14	106360366	106360381	-1
IGHD3-16	chr14	106361492	106361528	-1
IGHD2-15	chr14	106363815	106363845	-1
IGHD1-14	chr14	106366496	106366512	-1
IGHD6-13	chr14	106367000	106367020	-1
IGHD5-12	chr14	106368507	106368529	-1
IGHD4-11	chr14	106369474	106369489	-1
IGHD3-10	chr14	106370355	106370385	-1
IGHD3-9	chr14	106370539	106370569	-1
IGHD2-8	chr14	106373069	106373099	-1
IGHD1-7	chr14	106375766	106375782	-1
IGHD6-6	chr14	106376269	106376286	-1
IGHD5-5	chr14	106378116	106378135	-1
IGHD4-4	chr14	106379081	106379096	-1
IGHD3-3	chr14	106380218	106380248	-1
IGHD2-2	chr14	106382685	106382715	-1
KIAA0125	chr14	106383838	106391825	1
IGHD1-1	chr14	106385361	106385377	-1
IGHV6-1	chr14	106405611	106406108	-1
IGHVII-1-1	chr14	106411066	106411245	-1
ADAM6	chr14	106435819	106438358	-1
AB019441.29	chr14	106444607	106445233	-1
IGHV1-2	chr14	106452671	106453170	-1
IGHVIII-2-1	chr14	106467677	106467967	-1
IGHV1-3	chr14	106471246	106471723	-1
IGHV4-4	chr14	106478110	106478603	-1
IGHV2-5	chr14	106494135	106494597	-1
IGHVIII-5-1	chr14	106495898	106495996	-1
IGHVIII-5-2	chr14	106501831	106502091	-1
IGHV3-6	chr14	106511782	106512231	-1
IGHV3-7	chr14	106518400	106518932	-1
IGHV1-8	chr14	106539079	106539577	-1
IGHV3-9	chr14	106552285	106552809	-1
IGHV2-10	chr14	106559546	106559975	-1
IGHV3-11	chr14	106573233	106573800	-1
IGHVIII-11-1	chr14	106576803	106577069	-1
IGHV1-12	chr14	106579014	106579303	-1
IGHV3-13	chr14	106586137	106586667	-1
IGHVIII-13-1	chr14	106598995	106599285	-1
IGHV1-14	chr14	106602580	106602820	-1
IGHV3-15	chr14	106610313	106610852	-1
IGHVII-15-1	chr14	106620270	106620489	-1
IGHV3-16	chr14	106621894	106622419	-1
IGHVIII-16-1	chr14	106627589	106627721	-1
IGHV1-17	chr14	106631031	106631449	-1
SLC20A1P2	chr14	106636402	106637113	-1
IGHV1-18	chr14	106641563	106642056	-1
IGHV3-19	chr14	106653371	106653661	-1
AB019440.50	chr14	106663246	106665214	1
AB019440.1	chr14	106663421	106663529	1
IGHV3-20	chr14	106667581	106668095	-1
IGHVII-20-1	chr14	106669468	106669951	-1
IGHV3-21	chr14	106691673	106692203	-1
IGHV3-22	chr14	106714360	106714821	-1
IGHVII-22-1	chr14	106719955	106720219	-1
IGHVIII-22-2	chr14	106721281	106721308	-1
IGHV3-23	chr14	106725201	106725733	-1
IGHV1-24	chr14	106733144	106733639	-1
HOMER2P2	chr14	106743406	106744252	-1
LINC00226	chr14	106744269	106744975	1
IGHV3-25	chr14	106745623	106746073	-1
IGHVIII-25-1	chr14	106750162	106750402	-1
IGHV2-26	chr14	106757650	106758116	-1
IGHVIII-26-1	chr14	106765678	106765927	-1
IGHVII-26-2	chr14	106770914	106771238	-1
IGHV7-27	chr14	106774086	106774499	-1
IGHV4-28	chr14	106780513	106781017	-1
IGHVII-28-1	chr14	106785676	106785916	-1
IGHV3-29	chr14	106787368	106787804	-1
IGHV3-30	chr14	106791005	106791536	-1
IGHVII-30-1	chr14	106798646	106798877	-1
IGHV3-30-2	chr14	106800319	106800757	-1
IGHV4-31	chr14	106805209	106805716	-1
IGHVII-31-1	chr14	106810597	106810633	-1
IGHV3-32	chr14	106812091	106812517	-1
IGHV3-33	chr14	106815722	106816253	-1
IGHVII-33-1	chr14	106823315	106823594	-1
IGHV3-33-2	chr14	106825038	106825477	-1
IGHV4-34	chr14	106829594	106830076	-1
IGHV7-34-1	chr14	106833231	106833664	-1
IGHV3-35	chr14	106845323	106845789	-1
IGHV3-36	chr14	106848685	106849142	-1
IGHV3-37	chr14	106852588	106853026	-1
IGHV3-38	chr14	106866406	106866934	-1
IGHVIII-38-1	chr14	106873942	106873995	-1
IGHV4-39	chr14	106877619	106878126	-1
IGHV7-40	chr14	106881270	106881468	-1
AB019438.66	chr14	106892325	106892465	-1
IGHVII-40-1	chr14	106896861	106896918	-1
IGHV3-41	chr14	106899044	106899493	-1
HOMER2P1	chr14	106916017	106916980	-1
IGHV3-42	chr14	106919183	106919483	-1
IGHV3-43	chr14	106926188	106926724	-1
IGHVII-43-1	chr14	106928717	106928888	-1
IGHVIII-44	chr14	106934226	106934399	-1
LINC00221	chr14	106938445	106977000	1
IGHVIV-44-1	chr14	106945352	106945763	-1
IGHVII-44-2	chr14	106950148	106950397	-1
IGHV1-45	chr14	106962931	106963424	-1
IGHV1-46	chr14	106967049	106967788	-1
IGHVII-46-1	chr14	106971752	106971788	-1
IGHV3-47	chr14	106974509	106974954	-1
IGHVIII-47-1	chr14	106987143	106987473	-1
IGHV3-48	chr14	106993814	106994346	-1
IGHV3-49	chr14	107012938	107013477	-1
IGHVII-49-1	chr14	107020363	107020586	-1
IGHV3-50	chr14	107022105	107022543	-1
IGHV5-51	chr14	107034729	107035221	-1
IGHVIII-51-1	chr14	107039493	107039794	-1
IGHVII-51-2	chr14	107040702	107040960	-1
IGHV3-52	chr14	107042360	107042810	-1
IGHV3-53	chr14	107048672	107049341	-1
IGHVII-53-1	chr14	107055682	107055936	-1
IGHV3-54	chr14	107057358	107057795	-1
IGHV4-55	chr14	107062111	107062561	-1
IGHV7-56	chr14	107065772	107066206	-1
IGHV3-57	chr14	107074907	107075186	-1
IGHV1-58	chr14	107078373	107078869	-1
IGHV4-59	chr14	107081806	107083830	-1
IGHV3-60	chr14	107087202	107087658	-1
RNA5SP357	chr14	107092677	107092791	1
IGHVII-60-1	chr14	107093723	107093978	-1
IGHV4-61	chr14	107095126	107095662	-1
IGHV3-62	chr14	107099145	107099588	-1
IGHVII-62-1	chr14	107106555	107106789	-1
IGHV3-63	chr14	107108252	107108696	-1
IGHV3-64	chr14	107113741	107114274	-1
IGHV3-65	chr14	107122108	107122548	-1
IGHVII-65-1	chr14	107127813	107128060	-1
IGHV3-66	chr14	107131033	107131560	-1
IGHV1-67	chr14	107136620	107137059	-1
SLC20A1P1	chr14	107139412	107140367	-1
IGHVII-67-1	chr14	107142534	107142579	-1
IGHVIII-67-2	chr14	107143130	107143217	-1
IGHVIII-67-3	chr14	107148674	107148905	-1
IGHVIII-67-4	chr14	107151119	107151414	-1
IGHV1-68	chr14	107159869	107160163	-1
IGHV1-69	chr14	107169931	107170428	-1
IGHV2-70	chr14	107178820	107179338	-1
IGHV3-71	chr14	107183396	107183857	-1
IGHV3-72	chr14	107198932	107199471	-1
IGHV3-73	chr14	107210932	107211471	-1
IGHV3-74	chr14	107218676	107219365	-1
IGHVII-74-1	chr14	107229405	107229645	-1
IGHV3-75	chr14	107231917	107232377	-1
IGHV3-76	chr14	107236097	107236391	-1
IGHVIII-76-1	chr14	107239994	107240279	-1
hsa-mir-5195	chr14	107259100	107259214	-1
IGHV5-78	chr14	107259338	107259632	-1
IGHVII-78-1	chr14	107273842	107274110	-1
IGHV3-79	chr14	107275873	107276304	-1
IGHV4-80	chr14	107281000	107281252	-1
IGHV7-81	chr14	107282792	107283280	-1
IGHVIII-82	chr14	107287770	107288019	-1
RP11-79C23.1	chr15	20083769	20093074	1
RNU6-978P	chr15	20088867	20088969	1
RP11-173D3.3	chr15	20104587	20104812	1
IGHV1OR15-9	chr15	20169919	20170354	-1
SLC20A1P3	chr15	20172667	20173605	-1
IGHV1OR15-2	chr15	20178035	20178471	-1
IGHV3OR15-7	chr15	20192909	20193370	-1
IGHD5OR15-5A	chr15	20209093	20209115	-1
IGHD4OR15-4A	chr15	20210050	20210068	-1
IGHD3OR15-3A	chr15	20211158	20211188	-1
IGHD2OR15-2A	chr15	20213655	20213685	-1
IGHD1OR15-1A	chr15	20216406	20216422	-1
RP11-1360M22.2	chr15	20251549	20253247	-1
RP11-173D3.2	chr15	20278952	20279587	-1
RN7SL584P	chr15	20300988	20301282	-1
RP11-173D3.1	chr15	20333998	20353206	-1
BMS1P15	chr15	20359029	20366079	1
RP11-492D6.3	chr15	20433873	20482756	-1
CHEK2P2	chr15	20487997	20496839	1
RP11-509A17.3	chr15	20549989	20564419	1
AC026495.1	chr15	20563361	20563434	1
HERC2P3	chr15	20587869	20711433	-1
RP11-467L19.8	chr15	20721492	20725870	1
GOLGA6L6	chr15	20737094	20747114	-1
RP11-467L19.6	chr15	20750883	20754751	-1
GOLGA8CP	chr15	20767700	20781019	1
RN7SL759P	chr15	20776218	20776496	1
AC131280.1	chr15	20777370	20777452	1
SPATA31E2P	chr15	20798818	20804500	-1
RP11-467L19.11	chr15	20832122	20832668	-1
IGHV1OR15-6	chr15	20844768	20845194	-1
NBEAP1	chr15	20862967	20893737	-1
RP11-403B2.7	chr15	20935076	20961512	-1
RNU6-498P	chr15	20944008	20944114	1
RP11-403B2.6	chr15	20964640	20980123	-1
RP11-403B2.5	chr15	20978413	20980200	1
RP11-403B2.3	chr15	20980793	20981327	-1
AC012414.1	chr15	21004687	21005367	1
GRAMD4P5	chr15	21018628	21020287	1
RP11-810K23.7	chr15	21031783	21031969	-1
MIR3118-6	chr15	21038124	21038198	1
POTEB2	chr15	21040701	21071643	-1
RNU6-749P	chr15	21060580	21060686	-1
RP11-810K23.9	chr15	21095535	21095935	-1
RP11-810K23.10	chr15	21098712	21099309	-1
RP11-810K23.5	chr15	21106770	21106938	-1
NF1P1	chr15	21122015	21140987	-1
MIR5701-1	chr15	21145581	21145662	1
CT60	chr15	21145767	21198632	1
OR11J2P	chr15	21166004	21166910	1
OR11J5P	chr15	21174611	21175544	-1
IGHD5OR15-5B	chr15	21215823	21215845	-1
IGHD4OR15-4B	chr15	21216780	21216798	-1
IGHD3OR15-3B	chr15	21217888	21217918	-1
IGHD2OR15-2B	chr15	21220377	21220407	-1
IGHD1OR15-1B	chr15	21223129	21223145	-1
KIAA0125P2	chr15	21224717	21226180	1
RP11-810K23.6	chr15	21258333	21260031	-1
RP11-854K16.2	chr15	21286141	21286776	-1
RN7SL400P	chr15	21308174	21308467	-1
RP11-854K16.3	chr15	21333027	21335424	-1
BMS1P16	chr15	21365634	21372686	1
RP11-32B5.2	chr15	21893090	21903057	-1
RP11-32B5.1	chr15	21936560	21938111	-1
RP11-32B5.7	chr15	21941147	21968151	-1
RNU6-1235P	chr15	21950659	21950765	1
RP11-32B5.4	chr15	21987458	21987995	-1
DKFZP547L112	chr15	22011370	22012050	1
CXADRP2	chr15	22015703	22016791	-1
RP11-32B5.5	chr15	22025293	22025752	1
GRAMD4P6	chr15	22026731	22026974	1
MIR3118-4	chr15	22049274	22049348	1
POTEB	chr15	22051853	22083227	-1
RNU6-631P	chr15	22071734	22071840	-1
RP11-928F19.2	chr15	22117083	22118114	-1
NF1P2	chr15	22133181	22152165	-1
MIR5701-2	chr15	22156766	22156847	1
RP11-928F19.3	chr15	22185845	22186733	-1
RP11-928F19.5	chr15	22195622	22199970	1
OR11J1P	chr15	22268269	22269196	-1
RP11-69H14.6	chr15	22278010	22413497	1
OR11H3P	chr15	22297499	22298480	-1
OR11K1P	chr15	22318882	22319785	-1
OR4Q1P	chr15	22332815	22333350	1
OR4H6P	chr15	22344660	22345900	1
OR4M2	chr15	22368478	22369561	1
OR4N4	chr15	22382382	22383507	1
OR4N3P	chr15	22413569	22414386	1
RP11-2F9.4	chr15	22433890	22436177	-1
RP11-2F9.3	chr15	22440227	22440848	-1
IGHV1OR15-1	chr15	22448382	22448819	-1
AC010760.1	chr15	22456895	22460351	1
IGHV1OR15-3	chr15	22466058	22466493	-1
IGHV4OR15-8	chr15	22472918	22473353	-1
IGHV1OR15-4	chr15	22482836	22483268	-1
RP11-603B24.6	chr15	22490343	22490685	-1
MIR1268A	chr15	22513229	22513280	-1
RP11-603B24.2	chr15	22546089	22546799	1
RP11-603B24.1	chr15	22566922	22570823	1
RP11-467N20.1	chr15	22646603	22647417	1
MIR4509-1	chr15	22675148	22675241	-1
ABCB10P1	chr15	22691016	22693200	-1
GOLGA8DP	chr15	22704721	22715604	-1
AC116165.1	chr15	22705928	22706010	-1
RN7SL545P	chr15	22706884	22707162	-1
GOLGA6L1	chr15	22736246	22746002	1
RP11-566K19.3	chr15	22747313	22782336	-1
RP11-566K19.4	chr15	22751742	22752819	-1
ELMO2P1	chr15	22777713	22789974	-1
TUBGCP5	chr15	22833395	22873892	1
CYFIP1	chr15	22892005	23006016	1
NIPA2	chr15	23004684	23034427	-1
NIPA1	chr15	23043277	23100005	-1
RP11-566K19.6	chr15	23095170	23115256	-1
RP11-566K19.5	chr15	23096869	23105332	1
RP11-26F2.2	chr15	23116383	23116940	1
RP11-26F2.1	chr15	23128188	23145997	-1
AC138649.1	chr15	23157871	23158157	-1
RP11-1180F24.1	chr15	23181938	23182642	1
WHAMMP3	chr15	23187728	23208737	-1
GOLGA8I	chr15	23255242	23268823	1
RN7SL495P	chr15	23263708	23263986	1
AC091565.1	chr15	23264866	23264948	1
HERC2P2	chr15	23282281	23378228	-1
HERC2P7	chr15	23388289	23392657	1
RP11-467N20.5	chr15	23405069	23414193	-1
RP11-467N20.6	chr15	23417958	23421818	-1
GOLGA8EP	chr15	23435096	23448420	1
RN7SL106P	chr15	23443616	23443894	1
AC100757.1	chr15	23444768	23444850	1
SPATA31E3P	chr15	23466152	23471888	-1
RP11-566K19.8	chr15	23499526	23501360	-1
RP11-566K19.9	chr15	23572032	23579274	-1
RP11-529J17.5	chr15	23583132	23586995	-1
GOLGA8S	chr15	23599895	23612378	1
RN7SL536P	chr15	23608428	23608706	1
AC100756.1	chr15	23609591	23609673	1
RP11-529J17.3	chr15	23675986	23680359	1
GOLGA6L2	chr15	23684645	23692381	-1
MIR4508	chr15	23807209	23807278	-1
MKRN3	chr15	23810454	23873064	1
RP11-73C9.1	chr15	23812411	23814804	-1
MAGEL2	chr15	23888691	23891175	-1
AC124309.1	chr15	23888695	23890979	-1
NDN	chr15	23930565	23932450	-1
RNU6-741P	chr15	24022584	24022690	-1
RP11-484P15.1	chr15	24157556	24186863	1
PWRN4	chr15	24220319	24248582	1
PWRN2	chr15	24407901	24415095	-1
RP11-580I1.1	chr15	24451931	24471001	1
RP11-580I1.2	chr15	24480225	24521976	1
RP11-350A1.2	chr15	24483292	24485339	-1
RP11-107D24.2	chr15	24544896	24545785	1
PWRN3	chr15	24686274	24693114	1
PWRN1	chr15	24738284	24897277	1
NPAP1	chr15	24920541	24928593	1
SNRPN	chr15	25068794	25223870	1
RPL5P1	chr15	25154076	25154972	-1
AC090602.2	chr15	25156021	25156272	-1
SNURF	chr15	25200133	25223729	1
SNHG14	chr15	25223730	25664609	1
SNORD108	chr15	25232072	25232142	1
RP11-701H24.7	chr15	25236633	25236900	1
RP11-701H24.10	chr15	25264182	25299063	1
RP11-701H24.3	chr15	25272883	25277194	-1
PWAR6	chr15	25277020	25281637	1
SNORD109A	chr15	25287065	25287575	1
SNORD116-1	chr15	25296624	25296718	1
SNORD116-2	chr15	25299357	25299451	1
SNORD116-3	chr15	25302007	25302101	1
SNORD116-5	chr15	25307480	25307574	1
SNORD116-6	chr15	25310173	25310268	1
SNORD116-7	chr15	25312935	25313029	1
SNORD116-8	chr15	25315579	25315673	1
SNORD116-9	chr15	25318254	25318348	1
SNORD116-10	chr15	25319261	25319362	1
SNORD116-11	chr15	25321076	25321167	1
SNORD116-12	chr15	25322198	25322289	1
SNORD116-13	chr15	25324205	25324296	1
SNORD116-14	chr15	25325289	25325380	1
SNORD116-15	chr15	25326434	25326525	1
SNORD116-16	chr15	25327915	25328006	1
SNORD116-17	chr15	25328735	25328826	1
SNORD116-18	chr15	25330532	25330623	1
SNORD116-19	chr15	25331674	25331765	1
SNORD116-20	chr15	25332808	25334043	1
SNORD116-23	chr15	25336933	25337024	1
SNORD116-24	chr15	25339184	25339275	1
SNORD116-25	chr15	25342810	25342901	1
SNORD116-26	chr15	25344646	25344741	1
SNORD116-27	chr15	25346722	25346813	1
SNORD116-29	chr15	25351668	25351750	1
SNORD116-30	chr15	25353415	25353499	1
RP11-145P16.3	chr15	25376125	25376484	1
TMEM261P1	chr15	25414484	25414823	-1
SNORD115-1	chr15	25415870	25415951	1
SNORD115-2	chr15	25417782	25417863	1
SNORD115-3	chr15	25420074	25420155	1
SNORD115-4	chr15	25421979	25422060	1
SNORD115-5	chr15	25423885	25423966	1
SNORD115-6	chr15	25425644	25425725	1
SNORD115-8	chr15	25429453	25429534	1
SNORD115-9	chr15	25430778	25430859	1
SNORD115-10	chr15	25432683	25432763	1
SNORD115-11	chr15	25434561	25434642	1
SNORD115-12	chr15	25436563	25436644	1
SNORD115-14	chr15	25440068	25440148	1
SNORD115-15	chr15	25442723	25442803	1
SNORD115-16	chr15	25444595	25444676	1
SNORD115-17	chr15	25446470	25446551	1
SNORD115-18	chr15	25448374	25448455	1
SNORD115-19	chr15	25449504	25449585	1
SNORD115-20	chr15	25451409	25451490	1
SNORD115-21	chr15	25453230	25453310	1
SNORD115-22	chr15	25455065	25455146	1
SNORD115-23	chr15	25456943	25457024	1
SNORD115-24	chr15	25458795	25458876	1
SNORD115-25	chr15	25460688	25460769	1
SNORD115-27	chr15	25465644	25465725	1
SNORD115-28	chr15	25467495	25467575	1
SNORD115-29	chr15	25468393	25468474	1
SNORD115-30	chr15	25470350	25470431	1
SNORD115-31	chr15	25472256	25472337	1
SNORD115-32	chr15	25474114	25474195	1
SNORD115-33	chr15	25475985	25476066	1
SNORD115-34	chr15	25477534	25477615	1
SNORD115-35	chr15	25479394	25479475	1
SNORD115-36	chr15	25481232	25481313	1
SNORD115-37	chr15	25483133	25483214	1
SNORD115-38	chr15	25484985	25485066	1
SNORD115-39	chr15	25486893	25486974	1
SNORD115-40	chr15	25488761	25488842	1
SNORD115-41	chr15	25490625	25490706	1
SNORD115-42	chr15	25492492	25492573	1
SNORD115-43	chr15	25494345	25494426	1
SNORD115-44	chr15	25496006	25496087	1
SNORD115-45	chr15	25509657	25509737	1
SNORD115-47	chr15	25513613	25513698	1
SNORD115-48	chr15	25514930	25515005	1
SNORD109B	chr15	25523490	25523556	1
UBE3A	chr15	25582381	25684128	-1
RP13-487P22.1	chr15	25590780	25592382	-1
AC124997.1	chr15	25729978	25823938	-1
AC023449.2	chr15	25826116	25826269	1
